10249.C001.01SS,1,0
10249.C001.02SS,1,36
10249.C001.03SS,1,42
10249.C001.04SS,1,49
10249.C001.05SS,1,57
10249.C001.06SS,1,61
10249.C001.07SS,1,92
10249.C001.08SS,1,122
10249.C001.09SS,1,153
10249.C001.10SS,1,183
10249.C001.11SS,1,214
10249.C001.12SS,1,244
10249.C001.13SS,1,273
10249.C001.14SS,1,294
10249.C001.15SS,1,300
10249.C001.16SS,1,307
10249.C001.17SS,1,337
10249.C001.18SS,1,367
10249.C001.19SS,1,375
10249.C001.20SS,1,378
10249.C001.21SS,1,387
10249.C001.22SS,1,393
10249.C001.23SS,1,398
10249.C001.24SS,1,406
10249.C001.25SS,1,411
10249.C001.26SS,1,427
10249.C001.27SS,1,435
10249.C001.28SS,1,447
10249.C001.29SS,1,488
10249.C001.30SS,1,551
10249.C001.31SS,1,613
10249.C001.32SS,1,677
10249.C001.34SS,1,733
10249.C001.35SS,1,792
10249.C001.36SS,1,855
10249.C001.37SS,1,917
10249.C001.38SS,1,977
10249.C001.39SS,1,994
10249.C001.40SS,1,999
10249.C001.41SS,1,1003
10249.C001.42SS,1,1038
10249.C002.01SS,2,0
10249.C002.02SS,2,32
10249.C002.03SS,2,53
10249.C002.04SS,2,60
10249.C002.05SS,2,89
10249.C002.06SS,2,123
10249.C002.07SS,2,158
10249.C002.08SS,2,190
10249.C002.09SS,2,249
10249.C002.10SS,2,284
10249.C002.11SS,2,315
10249.C002.12SS,2,338
10249.C002.13SS,2,369
10249.C002.14SS,2,460
10249.C002.15SS,2,488
10249.C002.16SS,2,555
10249.C002.17SS,2,630
10249.C002.18SS,2,678
10249.C002.19SS,2,731
10249.C002.20SS,2,798
10249.C002.21SS,2,856
10249.C002.22SS,2,917
10249.C002.23SS,2,988
10249.C004.01SS,4,0
10249.C004.02SS,4,31
10249.C004.03SS,4,55
10249.C004.04SS,4,91
10249.C004.05SS,4,124
10249.C004.06SS,4,154
10249.C004.07SS,4,186
10249.C004.08SS,4,214
10249.C004.09SS,4,245
10249.C004.10SS,4,257
10249.C004.11SS,4,266
10249.C004.12SS,4,278
10249.C004.13SS,4,308
10249.C004.14SS,4,340
10249.C004.15SS,4,366
10249.C004.16SS,4,464
10249.C005.01SS,5,1
10249.C005.02SS,5,29
10249.C005.03SS,5,43
10249.C005.04SS,5,63
10249.C005.05SS,5,93
10249.C005.07SS,5,155
10249.C005.08SS,5,183
10249.C005.09SS,5,213
10249.C005.10SS,5,245
10249.C005.11SS,5,276
10249.C005.12SS,5,304
10249.C005.13SS,5,332
10249.C005.14SS,5,367
10249.C005.15SS,5,428
10249.C005.16SS,5,485
10249.C005.17SS,5,549
10249.C005.18SS,5,612
10249.C005.19SS,5,667
10249.C005.20SS,5,735
10249.C005.21SS,5,793
10249.C005.22SS,5,855
10249.C005.23SS,5,911
10249.C005.24SS,5,982
10249.C007.01SS,7,1
10249.C007.02SS,7,30
10249.C007.03SS,7,49
10249.C007.04SS,7,66
10249.C007.05SS,7,93
10249.C007.06SS,7,127
10249.C007.07SS,7,155
10249.C007.08SS,7,183
10249.C007.09SS,7,214
10249.C007.10SS,7,219
10249.C007.11SS,7,243
10249.C007.12SS,7,258
10249.C007.13SS,7,266
10249.C007.14SS,7,274
10249.C007.15SS,7,303
10249.C007.16SS,7,334
10249.C007.17SS,7,364
10249.C007.18SS,7,427
10249.C007.19SS,7,490
10249.C007.20SS,7,551
10249.C007.21SS,7,608
10249.C007.22SS,7,669
10249.C007.23SS,7,729
10249.C007.24SS,7,793
10249.C007.25SS,7,815
10249.C007.26SS,7,853
10249.C007.27SS,7,874
10249.C007.29SS,7,917
10249.C007.30SS,7,949
10249.C008.01SS,8,1
10249.C008.02SS,8,31
10249.C008.03SS,8,72
10249.C008.04SS,8,126
10249.C008.05SS,8,159
10249.C008.06SS,8,189
10249.C008.07SS,8,194
10249.C008.08SS,8,212
10249.C008.09SS,8,250
10249.C008.10SS,8,273
10249.C008.11SS,8,308
10249.C008.12SS,8,364
10249.C008.13SS,8,437
10249.C008.14SS,8,490
10249.C008.15SS,8,552
10249.C008.16SS,8,615
10249.C008.17SS,8,759
10249.C008.18SS,8,795
10249.C009.01SS,9,1
10249.C009.02SS,9,31
10249.C009.03SS,9,64
10249.C009.04SS,9,94
10249.C009.05SS,9,122
10249.C009.06SS,9,155
10249.C009.07SS,9,185
10249.C009.08SS,9,214
10249.C009.09SS,9,246
10249.C009.10SS,9,273
10249.C009.11SS,9,305
10249.C009.12SS,9,339
10249.C009.13SS,9,366
10249.C009.14SS,9,429
10249.C009.16SS,9,555
10249.C009.17SS,9,613
10249.C009.18SS,9,681
10249.C009.19SS,9,739
10249.C009.20SS,9,800
10249.C009.21SS,9,864
10249.C009.22SS,9,928
10249.C010.01SS,10,2
10249.C010.02SS,10,30
10249.C010.03SS,10,39
10249.C010.04SS,10,43
10249.C010.05SS,10,60
10249.C010.06SS,10,93
10249.C010.07SS,10,123
10249.C010.08SS,10,152
10249.C010.09SS,10,183
10249.C010.10SS,10,219
10249.C010.11SS,10,246
10249.C010.12SS,10,275
10249.C010.13SS,10,305
10249.C010.14SS,10,337
10249.C010.15SS,10,368
10249.C010.16SS,10,431
10249.C010.17SS,10,502
10249.C010.18SS,10,613
10249.C010.19SS,10,677
10249.C010.20SS,10,737
10249.C010.21SS,10,794
10249.C011.01SS,11,1
10249.C011.02SS,11,36
10249.C011.03SS,11,65
10249.C011.04SS,11,120
10249.C011.05SS,11,156
10249.C011.06SS,11,187
10249.C011.07SS,11,210
10249.C011.08SS,11,247
10249.C011.09SS,11,273
10249.C011.10SS,11,303
10249.C011.11SS,11,338
10249.C011.12SS,11,373
10249.C011.14SS,11,486
10249.C011.15SS,11,509
10249.C011.16SS,11,553
10249.C011.17SS,11,610
10249.C011.18SS,11,676
10249.C011.19SS,11,737
10249.C011.20SS,11,795
10249.C011.21SS,11,854
10249.C012.01SS,12,2
10249.C012.02SS,12,29
10249.C012.03SS,12,40
10249.C012.04SS,12,62
10249.C012.05SS,12,99
10249.C012.06SS,12,123
10249.C012.07SS,12,146
10249.C012.08SS,12,154
10249.C012.09SS,12,188
10249.C012.10SS,12,215
10249.C012.11SS,12,244
10249.C012.12SS,12,272
10249.C012.13SS,12,305
10249.C012.14SS,12,335
10249.C012.15SS,12,365
10249.C012.16SS,12,426
10249.C012.17SS,12,490
10249.C012.18SS,12,560
10249.C012.19SS,12,609
10249.C012.20SS,12,675
10249.C012.21SS,12,732
10249.C012.22SS,12,739
10249.C014.01SS,14,1
10249.C014.02SS,14,31
10249.C014.03SS,14,71
10249.C014.04SS,14,92
10249.C014.05SS,14,121
10249.C014.06SS,14,154
10249.C014.07SS,14,184
10249.C014.08SS,14,211
10249.C014.09SS,14,239
10249.C014.10SS,14,276
10249.C014.12SS,14,333
10249.C014.13SS,14,368
10249.C014.14SS,14,394
10249.C014.15SS,14,426
10249.C014.16SS,14,486
10249.C014.17SS,14,549
10249.C014.18SS,14,614
