1900701248,Subject_M1,169.0
1900701258.rs,Subject_M1,176.0
1900701268.rs,Subject_M1,183.0
1900701298,Subject_M1,205.0
1900701308,Subject_M1,211.0
1900701328,Subject_M1,225.0
1900701338,Subject_M1,232.0
1900701348,Subject_M1,240.0
1900701358.rs,Subject_M1,246.0
1900701368,Subject_M1,253.0
1005501128,Subject_M2,88.0
1005501148.rs,Subject_M2,103.0
1005501158,Subject_M2,107.0
1005501168.rs,Subject_M2,116.0
1005501178,Subject_M2,123.0
1005501188,Subject_M2,130.0
1005501208,Subject_M2,142.0
1005501218.rs,Subject_M2,152.0
1005501228,Subject_M2,158.0
1005501238,Subject_M2,166.0
1005501248,Subject_M2,172.0
1005501258,Subject_M2,179.0
1005501268.rs,Subject_M2,188.0
1005501278,Subject_M2,192.0
1005501288,Subject_M2,199.0
1005501298,Subject_M2,208.0
1005501308,Subject_M2,214.0
1005501318,Subject_M2,225.0
1005501328,Subject_M2,228.0
1001401208,Subject_M3,144.0
1001401218,Subject_M3,147.0
1001401228,Subject_M3,151.0
1001401258,Subject_M3,175.0
1001401268,Subject_M3,182.0
1001401278,Subject_M3,189.0
1001401288,Subject_M3,196.0
1001401308,Subject_M3,210.0
1001401318,Subject_M3,217.0
1001401328.rs,Subject_M3,224.0
1001401338,Subject_M3,231.0
1001401348,Subject_M3,238.0
1001401358,Subject_M3,245.0
1001401368,Subject_M3,252.0
1010101108,Subject_M4,1.0
1010101118.rs,Subject_M4,8.0
1010101128,Subject_M4,14.0
1010101158,Subject_M4,37.0
1010101168,Subject_M4,44.0
1010101178.rs,Subject_M4,49.0
1010101188,Subject_M4,55.0
1010101198,Subject_M4,65.0
1010101208,Subject_M4,73.0
1010101218,Subject_M4,78.0
1010101228,Subject_M4,86.0
1010101238,Subject_M4,95.0
1010101248,Subject_M4,98.0
1010101258,Subject_M4,104.0
1010101268,Subject_M4,111.0
1010101288,Subject_M4,130.0
1010101298,Subject_M4,134.0
1010101308,Subject_M4,143.0
1010101318,Subject_M4,147.0
1010101328,Subject_M4,157.0
1010101338,Subject_M4,162.0
1010101348,Subject_M4,170.0
1010101358,Subject_M4,179.0
1010101368,Subject_M4,185.0
1010101378,Subject_M4,190.0
1010101388,Subject_M4,196.0
1010101408,Subject_M4,210.0
1010101418,Subject_M4,220.0
1010101428,Subject_M4,227.0
1010101438,Subject_M4,231.0
1010101448,Subject_M4,237.0
1010101458,Subject_M4,245.0
1010101468,Subject_M4,255.0
1002701128,Subject_M5,87.0
1002701138,Subject_M5,94.0
1002701148,Subject_M5,101.0
1002701158,Subject_M5,108.0
1002701168,Subject_M5,115.0
1002701278,Subject_M5,194.0
1002701308,Subject_M5,210.0
1002901118,Subject_P1,78.0
1002901128,Subject_P1,85.0
1002901138,Subject_P1,92.0
1002901148,Subject_P1,99.0
1002901158,Subject_P1,106.0
1002901168,Subject_P1,113.0
1002901178.rs,Subject_P1,120.0
1002901188,Subject_P1,127.0
1002901198,Subject_P1,135.0
1002901208,Subject_P1,141.0
1002901218.rs,Subject_P1,148.0
1003101088,Subject_P2,57.0
1003101098,Subject_P2,64.0
1003101108,Subject_P2,69.0
1003101118,Subject_P2,76.0
1003101128,Subject_P2,83.0
1003101138.rs,Subject_P2,91.0
1003101148,Subject_P2,97.0
1003101158,Subject_P2,104.0
1003101168,Subject_P2,111.0
1003101178,Subject_P2,117.0
1003101188,Subject_P2,125.0
1003101198,Subject_P2,132.0
1003101208,Subject_P2,139.0
1003101218,Subject_P2,146.0
1003101228,Subject_P2,153.0
1003101238,Subject_P2,160.0
1003101248,Subject_P2,167.0
1003101268,Subject_P2,183.0
1003101278,Subject_P2,188.0
1003101288,Subject_P2,194.0
1003101298,Subject_P2,202.0
1900901138,Subject_P3,91.0
1900901148,Subject_P3,103.0
1900901178,Subject_P3,123.0
1900901188,Subject_P3,126.0
1900901198,Subject_P3,129.0
1900901208,Subject_P3,140.0
1900901218,Subject_P3,148.0
1900901228,Subject_P3,155.0
1900901238.rs,Subject_P3,162.0
1900901248,Subject_P3,169.0
1900901258,Subject_P3,176.0
1001301158,Subject_P4,111.0
1001301168,Subject_P4,118.0
1001301178,Subject_P4,124.0
1001301188,Subject_P4,131.0
1001301218,Subject_P4,153.0
1001301238,Subject_P4,167.0
1001301248,Subject_P4,174.0
1001301258,Subject_P4,181.0
1001301268,Subject_P4,188.0
1001301278,Subject_P4,194.0
1001301288,Subject_P4,201.0
1001301298.rs,Subject_P4,209.0
1001301308,Subject_P4,216.0
1001301318.rs,Subject_P4,222.0
1001301328,Subject_P4,230.0
1001301338,Subject_P4,237.0
1001301348.rs,Subject_P4,243.0
1001101338,Subject_P5,235.0
1003601108,Subject_P6,72.0
1003601118,Subject_P6,79.0
1003601138,Subject_P6,93.0
1003601148,Subject_P6,100.0
1003601158,Subject_P6,107.0
1003601168,Subject_P6,114.0
1003601178,Subject_P6,121.0
1003601188,Subject_P6,128.0
1003601198,Subject_P6,135.0
1003601218,Subject_P6,152.0
1003601228,Subject_P6,156.0
1003601238,Subject_P6,163.0
1003601248,Subject_P6,170.0
1003601258,Subject_P6,177.0
1003601268,Subject_P6,184.0
1003601278,Subject_P6,191.0
1003601288,Subject_P6,198.0
1003601298,Subject_P6,205.0
1003601308,Subject_P6,212.0
1003601318,Subject_P6,220.0
1003601328,Subject_P6,226.0
1003601338,Subject_P6,233.0
1003601348.rs,Subject_P6,240.0
1003601358,Subject_P6,247.0
1001801118,Subject_P7,84.0
1001801128.rs,Subject_P7,91.0
1001801138,Subject_P7,97.0
1001801148,Subject_P7,106.0
1001801158,Subject_P7,111.0
1001801168,Subject_P7,118.0
1001801178,Subject_P7,125.0
1001801188,Subject_P7,132.0
1001801198.rs,Subject_P7,139.0
1001801208,Subject_P7,146.0
1001801218,Subject_P7,153.0
1001801228,Subject_P7,160.0
1001801238,Subject_P7,167.0
1001801248,Subject_P7,174.0
1001801258.rs,Subject_P7,181.0
1001801278,Subject_P7,195.0
1001801298,Subject_P7,209.0
1001801308.rs,Subject_P7,216.0
1001801318,Subject_P7,223.0
1001801328,Subject_P7,232.0
1001801338,Subject_P7,237.0
1001801348,Subject_P7,245.0
1000301298,Subject_T1,198.0
1000301308,Subject_T1,205.0
1000301318,Subject_T1,212.0
1000301328,Subject_T1,219.0
1000301338,Subject_T1,226.0
1000401368,Subject_T10,264.0
1000401378,Subject_T10,271.0
1002801128,Subject_T11,88.0
1002801138,Subject_T11,95.0
1002801148.rs,Subject_T11,102.0
1002801158,Subject_T11,109.0
1002801168,Subject_T11,116.0
1002801178,Subject_T11,123.0
1002801188,Subject_T11,130.0
1002801198,Subject_T11,138.0
1002801208,Subject_T11,144.0
1002801218,Subject_T11,151.0
1002801228,Subject_T11,158.0
1002801238,Subject_T11,165.0
1002801248,Subject_T11,172.0
1002801258,Subject_T11,179.0
1002801278,Subject_T11,193.0
1002801288,Subject_T11,200.0
1002801298,Subject_T11,207.0
1002801308,Subject_T11,214.0
1002801318,Subject_T11,221.0
1002801328,Subject_T11,228.0
1002801338,Subject_T11,235.0
1002801348,Subject_T11,242.0
1002801358,Subject_T11,249.0
1002801368,Subject_T11,256.0
1002801378,Subject_T11,263.0
1002801388,Subject_T11,270.0
1901001248,Subject_T12,159.0
1901001258,Subject_T12,166.0
1901001268,Subject_T12,173.0
1901001278,Subject_T12,180.0
1901001288,Subject_T12,187.0
1901001298,Subject_T12,194.0
1901001308,Subject_T12,203.0
1901001318,Subject_T12,208.0
1901001328,Subject_T12,215.0
1901001338,Subject_T12,223.0
1901001368,Subject_T12,243.0
1002201138,Subject_T13,95.0
1002201148,Subject_T13,102.0
1002201158,Subject_T13,109.0
1002201168,Subject_T13,115.0
1002201178,Subject_T13,123.0
1002201188,Subject_T13,129.0
1002201198,Subject_T13,136.0
1002201208,Subject_T13,143.0
1002201218,Subject_T13,150.0
1002201228,Subject_T13,157.0
1002201238,Subject_T13,165.0
1002201248,Subject_T13,171.0
1002201258,Subject_T13,178.0
1002201268,Subject_T13,185.0
1002201278,Subject_T13,193.0
1002201288,Subject_T13,199.0
1002201298,Subject_T13,207.0
1002201308,Subject_T13,213.0
1002201318,Subject_T13,220.0
1002201328,Subject_T13,227.0
1002201338,Subject_T13,233.0
1002201348,Subject_T13,240.0
1002201358,Subject_T13,247.0
1002201368,Subject_T13,254.0
1002201378,Subject_T13,262.0
1002201388.rs,Subject_T13,269.0
1004501128,Subject_T14,85.0
1004501138,Subject_T14,93.0
1004501148,Subject_T14,100.0
1004501158,Subject_T14,105.0
1004501168,Subject_T14,114.0
1004501178,Subject_T14,119.0
1004501188,Subject_T14,130.0
1004501198,Subject_T14,135.0
1004501208,Subject_T14,146.0
1004501218.rs,Subject_T14,153.0
1004501228.rs,Subject_T14,160.0
1004501238,Subject_T14,167.0
1004501248.rs,Subject_T14,173.0
1004501258,Subject_T14,181.0
1004501268,Subject_T14,188.0
1004501278,Subject_T14,195.0
1004501288,Subject_T14,202.0
1004501298,Subject_T14,209.0
1004501308,Subject_T14,216.0
1004501318,Subject_T14,223.0
1004501328,Subject_T14,230.0
1004501338,Subject_T14,237.0
1004501348,Subject_T14,244.0
1004501358.rs,Subject_T14,251.0
1004501368,Subject_T14,258.0
1004501378,Subject_T14,265.0
1004501388,Subject_T14,270.0
1004601068.rs,Subject_T15,45.0
1004601078,Subject_T15,51.0
1004601088,Subject_T15,58.0
1004601098,Subject_T15,64.0
1004601108,Subject_T15,71.0
1004601118,Subject_T15,78.0
1004601128,Subject_T15,85.0
1004601138,Subject_T15,92.0
1004601148,Subject_T15,99.0
1004601158,Subject_T15,106.0
1004601168,Subject_T15,113.0
1004601178,Subject_T15,120.0
1004601188,Subject_T15,128.0
1004601198,Subject_T15,134.0
1004601208,Subject_T15,141.0
1004601218,Subject_T15,148.0
1004601228.rs,Subject_T15,155.0
1004601268,Subject_T15,184.0
1004601278,Subject_T15,190.0
1004601288,Subject_T15,200.0
1004601298,Subject_T15,204.0
1004601308,Subject_T15,211.0
1004601318,Subject_T15,218.0
1004601328,Subject_T15,226.0
1004601338,Subject_T15,232.0
1004601348,Subject_T15,239.0
1004601358,Subject_T15,247.0
1004601368,Subject_T15,253.0
1004601378,Subject_T15,261.0
1004601388,Subject_T15,267.0
1004601398.rs,Subject_T15,274.0
1003201128,Subject_T16,82.0
1003201138,Subject_T16,89.0
1003201148,Subject_T16,96.0
1003201158.rs,Subject_T16,103.0
1003201168,Subject_T16,109.0
1003201178,Subject_T16,117.0
1003201188,Subject_T16,124.0
1003201198,Subject_T16,131.0
1003201208,Subject_T16,138.0
1003201218.rs,Subject_T16,145.0
1003201228,Subject_T16,152.0
1003201238.rs,Subject_T16,159.0
1003201248,Subject_T16,166.0
1003201258,Subject_T16,173.0
1003201268,Subject_T16,180.0
1003201278,Subject_T16,187.0
1003201288,Subject_T16,194.0
1003201298,Subject_T16,201.0
1003201308,Subject_T16,208.0
1003201338,Subject_T16,230.0
1003201348.rs,Subject_T16,236.0
1003201358,Subject_T16,243.0
1003201368,Subject_T16,250.0
1003201378,Subject_T16,257.0
1003201388,Subject_T16,264.0
1003201398,Subject_T16,271.0
1002301118,Subject_T17,85.0
1002301128.rs,Subject_T17,92.0
1002301138,Subject_T17,99.0
1002301148.rs,Subject_T17,106.0
1002301158,Subject_T17,113.0
1002301168,Subject_T17,120.0
1002301178,Subject_T17,127.0
1002301228,Subject_T17,155.0
1002301238,Subject_T17,162.0
1002301248.rs,Subject_T17,169.0
1002301258,Subject_T17,176.0
1002301268,Subject_T17,183.0
1002301278,Subject_T17,190.0
1002301288,Subject_T17,197.0
1002301298,Subject_T17,204.0
1002301308,Subject_T17,211.0
1002301318,Subject_T17,218.0
1002301328,Subject_T17,225.0
1002301338,Subject_T17,232.0
1002301348,Subject_T17,239.0
1002301358,Subject_T17,246.0
1002301368,Subject_T17,253.0
1002301378,Subject_T17,260.0
1002301388,Subject_T17,267.0
1002301398,Subject_T17,274.0
1004401088,Subject_T18,59.0
1004401098.rs,Subject_T18,66.0
1004401108,Subject_T18,73.0
1004401118,Subject_T18,79.0
1004401128,Subject_T18,85.0
1004401138,Subject_T18,93.0
1004401148,Subject_T18,98.0
1004401158,Subject_T18,106.0
1004401168,Subject_T18,114.0
1004401178,Subject_T18,120.0
