Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	26.03509	2.11123	20.66037	0	42.79943	0.55457	0.37908	11.21172	0	0	0	0	0	0	0	0.00967	9.08191	0.18188	17.1755	7.31985	14.55565	6.91676	0	9.52373	0	0	0.55665	0	5.66413	10.65821	4.07473	0	0	0	14.5341	4.04569	0	0	0	20.22204	0.01447	0	2.43883	2.18519	4.89258	2.54679	0	3.00767	0.37139	3.01426	5.45816	3.25371	0	0	0.00113	0	0	8.68357	1.85262	8.37772	0.18183	24.13333	1.16765	0	0	0	0	2.55132	0	0.00195	0	0	4.5111	8.28971	13.45505	4.47557	6.05229	2.64549	0.00129	5.11294	4.54094	6.42147	10.58003	2.33008	0.00266	3.07608	0.01644	2.82333	14.8774	5.75	1.39182	0.01295	0.00254	0.67583	0.00495	14.50485	2.34146	2.97153	2.303	5.04322	1.39995	0.01055	48.03622	0.0208	3.99892	0.2108	0.04065	20.2583	7.29146	5.87221	31.93975	0.00629	37.52015	30.94276	9.80714	0.66881	0.01103	0.00831	8.02982	3.46948	0.06765	0.01669	0.01002	0.01081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0	1.76959	2.2523	0	1.47978	0.35967	0.20632	0	0	0	0	0	0	0	0	0	9.08191	0	0.12139	6.24342	2.66558	2.86854	0	2.2519	0	0	0	0	2.39447	1.38054	3.24514	0	0	0	4.47587	3.74341	0	0	0	4.62389	0	0	1.72879	0.18999	3.68397	1.48326	0	2.37848	0	2.14452	2.03382	0.78188	0	0	0	0	0	0.23456	0	0.52613	0	0.7405	0	0	0	0	0	2.42091	0	0	0	0	0.67239	0	0.92555	3.13656	0.08492	0.2799	0	4.97321	0.61157	1.61539	2.2897	0.85898	0	0	0	1.93123	0	0.65341	1.32262	0	0	0.0463	0	4.32517	0	0.86741	1.45325	3.31323	0.42132	0	0.68931	0	1.72887	0	0	0.08131	0	0	0	0	0	0	0	0	0	0	1.01431	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0	0.13261	0.40825	0	0.61616	0.19491	0.17276	0.93914	0	0	0	0	0	0	0	0	0	0.18188	0.11151	0.03275	0.16492	0.08618	0	0.09759	0	0	0	0	0.60167	0.78512	0.28186	0	0	0	0.12725	0.04517	0	0	0	0.12569	0	0	0.71004	1.9952	1.20493	0.79209	0	0.62919	0.37139	0.86975	3.42434	2.47183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12721	0	0	0	0	1.29378	0	0.32588	0.66647	0.89645	1.72152	0	0.12313	2.98966	2.76243	0.97489	1.46453	0	1.91216	0	0.88109	0	0.99677	0	0	0	0.6182	0	1.10001	0.84697	2.09289	0.84647	1.72214	0.97397	0	0.85559	0	0.6901	0	0	0	0	0.15148	0	0	0.44507	1.79448	2.22829	0.07815	0	0	0.00524	0.10632	0.05474	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02356	0.01621	0.02324	0.02296	0.02426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00417	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	26.03509	0	17.99982	0	40.70348	0	0	10.27258	0	0	0	0	0	0	0	0.00967	0	0	16.94261	0.38627	8.31146	3.08816	0	7.17423	0	0	0.55524	0	2.43547	8.49255	0.23375	0	0	0	9.7473	0	0	0	0	9.18492	0	0	0	0	0.00368	0.00263	0	0	0	0	0	0	0	0	0.00113	0	0	5.92288	1.83641	7.82236	0.15887	22.52152	0.88866	0	0	0	0	0.0032	0	0.00195	0	0	2.54493	8.28971	12.20362	0.67254	4.99364	0.0919	0.00129	0.01079	0.20764	1.95983	5.1045	0.00657	0.00266	0.59397	0.01644	0.01101	14.8774	3.81326	0.02118	0.01295	0.00254	0.01133	0.00495	9.049	1.49305	0.01123	0.00327	0.00785	0.00467	0.01055	46.46156	0.0208	0.5918	0.01386	0.04065	20.17699	7.29146	5.72073	31.93975	0.00629	37.07508	29.14601	7.57078	0.57489	0.01103	0.00831	6.91129	0.01938	0.0129	0.01669	0.01002	0.01081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65741	3.41369	0.87388	0	0	0	0	0	0	0	0	0	0	0	0	0.18367	0.25711	0	0	0	6.28754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12892	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08382	1.78436	0	0	0	0	0	0	0.01943	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0.67988	0.19695	0	0	0	0	0	0	0	0.00227	0.00807	0.01577	0	0	0.09783	2.78346	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0.20903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142	0	0.23251	0	0.31399	0	0	0	0	0	0	0	0	0	0.01447	0	0	0	0	0.2688	0	0	0	0	0	0	0	0	0	0	0	1.37366	0	0.00599	0	0.5095	0.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07728	0.55217	0	0.00581	0.73208	0	0.42658	0	0	0.56995	0	0	0	0.26712	0.02681	0	0	0	0	0	0.00143	0	0	0	0	0	0.02976	0	0.30827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0.55616	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.38861	17.88318	12.51652	0	4.88999	0.69174	1.07328	10.64857	0.0204	0.0364	0.01848	0.00736	1.93268	21.77283	22.30703	0.00506	0.02883	21.72497	8.6502	3.09343	1.20471	10.77627	0	9.03933	0.03606	0.01655	0.59416	0	5.69635	23.12099	2.02007	56.34507	0.00101	0.67623	8.17832	19.5443	12.01605	0.45073	17.80189	10.17325	3.3174	0.00032	13.54227	2.17859	1.40926	1.08643	0.11208	3.10823	23.57205	0.68406	3.1572	1.81369	0.0451	8.00E-04	0.3188	10.38597	0.70416	6.4425	5.82746	3.41729	5.48576	1.7939	2.22664	0.2295	2.68174	0.28727	0	20.15999	0.01124	0.02215	0	0	2.44877	15.6886	26.56371	15.45343	7.44085	2.51433	0.00107	10.85999	13.04867	0.21267	1.35799	14.04898	0.00111	1.54101	0.02783	7.1973	5.87846	6.09436	3.33291	0.00767	0.00201	0.08494	0.00496	1.55422	0.16117	9.08265	18.92786	25.90172	16.64281	0.46492	10.93501	0.13774	4.05682	0.00646	12.33667	37.52252	8.96887	9.1304	8.0301	0.03333	7.39643	3.23431	3.19825	0.4724	0.0056	27.0109	5.2318	2.8608	0.03846	0.04031	11.66438	17.54848
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0	0.00279	0	0	0	0	0	0.01064	0.03178	0.01848	0.00707	0.00986	0.03088	0.00179	0	0.02006	0	0	0.00049	0	0	0	0	0.02563	0.00994	0	0	0.00324	0	0.01817	0	0	0.67623	0	0	0	0.44922	0	0	0	0	0.01622	0.06883	0.05729	0.04271	0.02842	0.00586	0.0394	0.04128	0.15508	0.25985	0.03883	0	0.05348	0.06593	0.70228	0	0	0	0	0	0.02913	0.2295	0.18598	0.12109	0	0.00108	0.00875	0	0	0	0	0.00463	0	0	0	0.01254	0	0.01225	0.02155	0	0.06439	0	0	0	0	0	0	0.01551	0.14122	0	0	0.00365	0	0	0	0.00182	0	0.01058	0.00385	0.38907	0.00278	0.11809	0	0	0.27396	0	0	0.01211	0.00443	0	0	0	0	0	0	0	0	0.01881	0.03218	0.03264	0.04807	0.03769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0	0	0.00279	0	0	0	0	0	0.01064	0.03178	0.01848	0.00707	0.00986	0.03088	0.00179	0	0.02006	0	0	0.00049	0	0	0	0	0.02563	0.00994	0	0	0.00324	0	0.01817	0	0	0.67623	0	0	0	0.44922	0	0	0	0	0.01622	0.06883	0.05729	0.04271	0.02842	0.00586	0.0394	0.04128	0.15508	0.25985	0.03883	0	0.05348	0.06593	0.70228	0	0	0	0	0	0.02913	0.2295	0.18598	0.12109	0	0.00108	0.00875	0	0	0	0	0.00463	0	0	0	0.01254	0	0.01225	0.02155	0	0.06439	0	0	0	0	0	0	0.01551	0.14122	0	0	0.00365	0	0	0	0.00182	0	0.01058	0.00385	0.38907	0.00278	0.11809	0	0	0.27396	0	0	0.01211	0.00443	0	0	0	0	0	0	0	0	0.01881	0.03218	0.03264	0.04807	0.03769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426	0	0	0	0.00267	0	0	0	0	0.01012	0.01203	0	0	0	0	0.00973	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0.00813	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0.00289	0	0.00241	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0.02106	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.00376	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426	0	0	0	0.00267	0	0	0	0	0.01012	0.01203	0	0	0	0	0.00973	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0.00813	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0.00289	0	0.00241	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0.02106	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.00376	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0	0.14439	0.10928	0	4.83024	0	0	10.53321	0	0	0	0	0	0	0	0	0	0	0	0	0.03923	9.77491	0	0.76994	0	0	0	0	0.40067	0	0.27089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55388	0	0	0	0	0	0	0	0	0	0	0	0.49323	0.69049	0.32709	2.64566	0.24527	0	0	0	0	0	0	0	0.01436	0	0	0.19045	0	0.13329	15.21876	0	0.22502	0	0	0.66972	0	0.00457	0	0	0.00494	0	0	0	0	0	0	0	0	0	0.24325	0	0	0	0	0	0	0.62068	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36679	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0.14439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03923	0.72983	0	0.76994	0	0	0	0	0.40067	0	0.27089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22196	0	0	0.66972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24224	0	0	0	0	0	0	0.60909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03769	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49323	0.69049	0.32709	2.64566	0.24527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3291	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0.10928	0	4.83024	0	0	10.53321	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01436	0	0	0.19045	0	0.13329	15.21876	0	0.00306	0	0	0	0	0.00457	0	0	0.00494	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0.01159	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0.13912	0	0	0	0.68559	1.07328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31768	0.35488	0	0.00229	0	0	0	0	0.94877	0	1.351	0	0	0	1.16209	0.47732	0	0	0	1.01484	0	0	0.17969	0.1244	0.29601	0.04069	0	0.0523	0	0.43548	1.92589	1.51609	0	0	0.00892	0.00288	0	0.89543	0.37613	1.00673	2.8401	0.83945	0	0	0	0	0	0.93999	0	0	0	0	0	0	0	0	0.77894	0.00601	0	0.7227	11.84989	0	1.27319	0.90094	0	0.00624	0.00256	0.22237	0	4.39955	0.77018	0	0	0	0	0.09679	0	1.20728	0.48739	0.65709	0.41601	0.01304	1.74134	0	0.41023	0	0	0	0.68392	0	0	0.00211	0.29082	0.72208	0.73235	0.43369	0	0	0.1414	2.82893	0	0	0	0.00266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0.08593	0	0	0	0.68559	1.07328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31768	0.22197	0	0	0	0	0	0	0	0	0	0	0	0	0.49703	0.19415	0	0	0	0.74408	0	0	0.17969	0.1244	0.29601	0.04069	0	0.0523	0	0.43548	1.92589	1.51609	0	0	0	0	0	0.12799	0.37613	0.26628	2.8401	0.23467	0	0	0	0	0	0.69052	0	0	0	0	0	0	0	0	0.77894	0	0	0	1.55553	0	1.27319	0.90094	0	0	0	0.22237	0	2.04376	0.77018	0	0	0	0	0	0	1.20728	0.48739	0.65709	0.41601	0	0	0	0.41023	0	0	0	0.68392	0	0	0	0.29082	0.72208	0.73235	0.43369	0	0	0.02981	0.49916	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0.05319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13291	0	0	0	0	0	0	0.94877	0	1.351	0	0	0	0.36484	0.28316	0	0	0	0.27076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76744	0	0.74045	0	0.60478	0	0	0	0	0	0.24947	0	0	0	0	0	0	0	0	0	0	0	0.7227	10.29436	0	0	0	0	0	0	0	0	2.35578	0	0	0	0	0	0.09679	0	0	0	0	0	0	1.74134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11159	2.32977	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0.30022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00892	0.00288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00601	0	0	0	0	0	0	0	0.00624	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01304	0	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0	0.00266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2.38861	17.59967	12.40445	0	0.05974	0.00616	0	0.11536	0.00976	0.00462	0	0.00028	1.92282	21.74195	22.30524	0.00506	0.00876	21.72497	8.6502	3.08868	0.8478	0.64648	0	8.26443	0.01043	0.00662	0.59416	0	4.33354	23.10896	0.38002	56.34507	0.00101	0	7.00651	19.0588	12.01605	0.00151	17.80189	9.15841	3.3174	0.00032	13.34637	1.98536	1.05596	0.44916	0.08366	3.05007	23.53265	0.2073	1.07301	0.03776	0.00627	8.00E-04	0.25639	10.31715	0.00187	5.05383	4.76084	2.07535	0	0.70919	2.19751	0	2.49576	0.16618	0	19.21892	0.00249	0.00199	0	0	2.25832	15.68397	26.43042	0.23467	6.66191	2.27077	0.00107	10.12213	0.50752	0.21027	0.01584	13.14804	0.00111	1.52983	0.02527	6.97494	5.87846	1.6793	2.41771	0.00767	0.00201	0.08129	0.00496	1.21253	0.16117	7.87355	18.44048	25.23405	16.22295	0.06281	8.57022	0.01965	3.62132	0.00646	12.06271	37.52008	8.28495	9.11829	8.02567	0.03121	7.1056	2.51223	2.4659	0.03871	0.0056	27.0109	4.71984	0.01307	0.00628	0.00767	11.6163	17.50814
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	1.67176	15.03697	10.62149	0	0	0	0	0.07344	0.00417	0	0	0	0.00261	16.87676	17.12856	0	0.00166	21.72497	4.94846	2.8321	0.50171	0.57068	0	0.06285	0	0	0.38172	0	0.06388	8.7109	0.00027	56.34507	0	0	2.72185	0.03137	12.01605	0	17.80189	3.77528	0.00174	0.00032	11.30465	0.01178	0.66261	0.24293	0.08366	0.02059	23.53265	0.00206	0.00049	0.03776	0	0	0	5.00147	0	4.2889	4.55418	0.80213	0	0.5383	2.19751	0	2.49576	0	0	19.01535	0	0.00134	0	0	0.00183	0.00078	23.37322	0.01975	0.39427	2.15502	0.00068	0.0104	0.41166	0.10155	0.00982	13.14804	0.00074	0.70153	0.0135	6.97356	5.87846	0.00572	1.84411	0.00755	0.0019	0.01066	0.00288	0.08571	0.0043	7.87137	18.44048	25.2329	16.22295	0.00757	7.05935	0.00677	0.10449	0.00627	12.06219	34.89599	0.01094	9.09676	8.02479	0.00406	0.00641	0.00285	0.00278	0.01774	0.00158	27.0109	2.18786	0.00544	0.00628	0.00767	11.6163	17.50814
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.71685	2.5627	1.78297	0	0.05974	0	0	0.033	0	0	0	0	1.92022	4.8652	5.17668	0.00506	0	0	3.70174	0.25659	0.34609	0.0758	0	8.20158	0	0	0.21243	0	4.26966	14.39806	0.37975	0	0	0	4.28466	19.02742	0	0	0	5.38313	3.31566	0	2.04172	1.97358	0.39335	0.20622	0	3.02948	0	0.20524	1.07252	0	0	0	0.25639	5.31568	0	0.76493	0.20666	1.27322	0	0.17088	0	0	0	0.16618	0	0.20358	0	0	0	0	2.25648	15.68319	3.0572	0.21492	6.26764	0.11575	0	10.11174	0.09586	0.10871	0	0	0	0.8283	0	0.00138	0	1.67358	0.57361	0	0	0.07063	0	1.12682	0.15687	0.00218	0	0.00115	0	0	1.51086	0	3.51683	0	0.00052	2.62409	8.27402	0.02153	0.00088	0.02715	7.09919	2.50938	2.46312	0.01392	0	0	2.53199	0.00122	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0	0	0	0	0	0.00616	0	0.00892	0.00558	0.00462	0	0.00028	0	0	0	0	0.0071	0	0	0	0	0	0	0	0.01043	0.00662	0	0	0	0	0	0	0.00101	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00627	8.00E-04	0	0	0.00187	0	0	0	0	0	0	0	0	0	0	0	0.00249	0.00066	0	0	0	0	0	0	0	0	0.00038	0	0	0	0.00602	0	0.00037	0	0.01177	0	0	0	0	0.00012	0.00012	0	0.00208	0	0	0	0	0	0	0.05524	0	0.01289	0	0.00019	0	0	0	0	0	0	0	0	0	0.00705	0.00402	0	0	0.00641	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0	0	0	0	0	0	0.07536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0	0	0	0	0	0	0.07536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0.01552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0.05983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	23.77285	29.53576	17.31313	0	11.14348	10.40733	9.30649	28.28117	21.76039	13.5134	16.3328	23.41561	17.73658	9.53208	8.26025	0.00622	35.17436	12.1378	22.6483	6.99577	5.9334	12.37643	7.72538	10.35033	41.10141	21.7683	16.57038	1.20455	23.0529	15.41792	26.46611	4.68447	11.39555	14.3412	24.07497	29.70084	30.09056	21.49564	9.17137	18.10825	1.46736	1.13122	19.23424	28.16071	13.30382	9.2789	11.95011	15.56438	9.76402	30.77891	51.15829	18.54082	33.04431	12.5688	27.0655	33.76464	40.54059	11.45058	6.16749	4.25343	0.02935	6.18776	25.21212	7.00872	12.34834	43.3662	2.99546	18.49701	6.614	12.24137	9.02053	9.38618	23.66471	1.8711	23.75564	22.10046	13.90663	8.48395	0.00221	38.01814	20.6986	14.51233	12.13933	20.75676	3.46034	40.1044	5.38865	21.56233	3.05851	23.04141	24.25802	0.01791	0.00327	1.56432	0.35206	5.68315	2.10086	21.30632	17.83568	23.5029	23.07648	18.35461	18.00941	9.83558	18.68527	5.17283	6.2047	6.07481	10.45551	19.42032	8.20474	11.24076	5.75836	26.15623	12.44328	18.30901	0.01137	20.13655	8.38698	28.0914	24.04606	13.23808	31.29243	21.32931
