"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu010780","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010781","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"Otu010782","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010783","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010784","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010785","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010786","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010787","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010788","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu010789","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010790","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010791","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010792","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010793","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010794","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010795","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"Otu010796","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010797","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010798","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"Otu010799","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010800","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010801","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"Otu010802","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010803","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"Otu010804","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010805","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010806","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010807","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010808","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2",NA
"Otu010809","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010810","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010811","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010812","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"Otu010813","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas",NA
"Otu010814","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"Otu010815","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010816","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010817","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010818","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010819","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010820","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010821","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA
"Otu010822","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010823","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010824","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella",NA
"Otu010825","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010826","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010827","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010829","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"Otu010830","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010831","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010832","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010833","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010834","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Otu010835","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010836","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010837","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010838","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010839","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010840","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010841","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010842","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010843","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010844","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010845","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010846","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010847","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010848","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010849","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010850","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010851","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010852","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"Otu010853","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010854","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010855","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010856","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010857","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010858","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010859","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010860","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010861","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"Otu010862","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"Otu010863","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010864","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"Otu010865","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010866","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"Otu010867","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010868","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010869","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010870","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010871","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Otu010872","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010873","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"Otu010874","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"Otu010875","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",NA,NA
"Otu010876","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",NA
"Otu010877","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010878","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010879","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Otu010880","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010881","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010882","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Otu010883","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010884","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010885","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Otu010886","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010887","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010888","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010889","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010890","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010891","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA
"Otu010892","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010893","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010894","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010895","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010896","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010897","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010898","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010899","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010900","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010901","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010902","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"Otu010903","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010904","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010905","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"Otu010906","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010907","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010908","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu010909","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010910","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010911","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010912","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010913","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010914","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010915","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010916","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",NA,NA
"Otu010917","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010918","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010919","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"Otu010920","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010921","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010922","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010923","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Otu010924","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010925","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010926","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010927","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010928","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu010929","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu010930","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",NA,NA
"Otu010931","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010932","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu010934","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010935","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010936","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010937","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010938","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"Otu010939","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2",NA
"Otu010940","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010941","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010942","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010943","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010944","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010945","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010946","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu010947","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010948","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010949","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010950","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010951","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010952","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"Otu010953","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010954","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010955","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010956","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010957","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010958","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2",NA
"Otu010959","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010960","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"Otu010961","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010962","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"Otu010963","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010964","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010965","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010966","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010967","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010968","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010969","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010970","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"Otu010971","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010972","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010973","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010974","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu010975","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010976","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010977","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010978","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010979","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010980","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"Otu010981","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010982","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu010983","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010984","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Otu010985","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010986","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Otu010987","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu010988","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu010989","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010990","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu010991","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010992","Bacteria",NA,NA,NA,NA,NA,NA
"Otu010993","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010994","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"Otu010995","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010996","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu010997","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"Otu010998","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu010999","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011000","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011001","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011002","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA
"Otu011003","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu011004","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011005","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"Otu011006","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011007","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011008","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011009","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu011010","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011011","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011012","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011013","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011014","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011015","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu011016","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011017","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011018","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011019","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"Otu011020","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011021","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Otu011022","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011023","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011024","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011025","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011026","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"Otu011027","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"Otu011028","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011029","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"Otu011030","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011031","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011032","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"Otu011033","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"Otu011034","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011035","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu011036","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"Otu011037","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"Otu011038","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu011039","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"Otu011040","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011041","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"Otu011042","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu011043","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011044","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Otu011045","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"Otu011046","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu011047","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Otu011048","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011049","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011050","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Otu011051","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"Otu011052","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Otu011053","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Otu011054","Bacteria",NA,NA,NA,NA,NA,NA
"Otu011055","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"Otu011056","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
